Country,Commodity_NAICS6,FAFZONE,ctrycod,CBPZONE,USExpVal
ALGERIA,333997,805,3,126,139010
ALGERIA,333999,805,3,126,16437866
ALGERIA,334111,805,3,126,2325416
ALGERIA,334112,805,3,126,43636
ALGERIA,334118,805,3,126,656537
ALGERIA,334220,805,3,126,7227809
ALGERIA,334290,805,3,126,218477
ALGERIA,334310,805,3,126,393774
ALGERIA,334412,805,3,126,15351
ALGERIA,334413,805,3,126,669521
ALGERIA,334416,805,3,126,937958
ALGERIA,334417,805,3,126,168147
ALGERIA,334418,805,3,126,70340
ALGERIA,334419,805,3,126,1654720
ALGERIA,334510,805,3,126,6775520
ALGERIA,334511,805,3,126,3320859
ALGERIA,334512,805,3,126,208762
ALGERIA,334513,805,3,126,4909214
ALGERIA,334514,805,3,126,64303
ALGERIA,334515,805,3,126,5809177
ALGERIA,334516,805,3,126,5056149
ALGERIA,334517,805,3,126,2738939
ALGERIA,334519,805,3,126,2632942
ALGERIA,334613,805,3,126,74682
ALGERIA,334614,805,3,126,74550
ALGERIA,335110,805,3,126,98878
ALGERIA,335122,805,3,126,56357
ALGERIA,335129,805,3,126,201859
ALGERIA,335210,805,3,126,6785
ALGERIA,335220,805,3,126,188765
ALGERIA,335311,805,3,126,9452
ALGERIA,335312,805,3,126,22330315
ALGERIA,335313,805,3,126,7908675
ALGERIA,335314,805,3,126,1290215
ALGERIA,335911,805,3,126,430211
ALGERIA,335912,805,3,126,114004
ALGERIA,335921,805,3,126,48786
ALGERIA,335929,805,3,126,142157
ALGERIA,335931,805,3,126,1125687
ALGERIA,335932,805,3,126,201645
ALGERIA,335991,805,3,126,279906
ALGERIA,335999,805,3,126,3491730
ALGERIA,336111,805,3,126,48500
ALGERIA,336112,805,3,126,95000
ALGERIA,336120,805,3,126,241113
ALGERIA,336211,805,3,126,2869
ALGERIA,336212,805,3,126,658147
ALGERIA,336213,805,3,126,98000
ALGERIA,336310,805,3,126,849129
ALGERIA,336320,805,3,126,1091402
ALGERIA,336330,805,3,126,15114
ALGERIA,336340,805,3,126,3831
ALGERIA,336350,805,3,126,149504
ALGERIA,336390,805,3,126,1993702
ALGERIA,336411,805,3,126,225895316
ALGERIA,336411,805,3,126,4649296.49838122
ALGERIA,336412,805,3,126,1639010
ALGERIA,336412,805,3,126,1896882.93748739
ALGERIA,336413,805,3,126,25875429
ALGERIA,336413,805,3,126,3296010.96138955
ALGERIA,336414,805,3,126,490476.301457379
ALGERIA,336415,805,3,126,242748.099211267
ALGERIA,336419,805,3,126,21746
ALGERIA,336419,805,3,126,58101.202073186
ALGERIA,336510,805,3,126,10524777
ALGERIA,336611,805,3,126,18946
ALGERIA,336612,805,3,126,854721
ALGERIA,336991,805,3,126,11976
ALGERIA,336992,805,3,126,51584
ALGERIA,337124,805,3,126,6000
ALGERIA,337125,805,3,126,25000
ALGERIA,337127,805,3,126,125560
ALGERIA,337211,805,3,126,12758
ALGERIA,337214,805,3,126,8829
ALGERIA,337910,805,3,126,3000
ALGERIA,339112,805,3,126,450336
ALGERIA,339113,805,3,126,1024413
ALGERIA,339114,805,3,126,322387
ALGERIA,339115,805,3,126,1537991
ALGERIA,339116,805,3,126,154782
ALGERIA,339910,805,3,126,128874
ALGERIA,339920,805,3,126,126415
ALGERIA,339930,805,3,126,4514
ALGERIA,339940,805,3,126,60349
ALGERIA,339950,805,3,126,8209
ALGERIA,339991,805,3,126,1825375
ALGERIA,339993,805,3,126,3881
ALGERIA,339999,805,3,126,568821
ANDORRA,111130,804,4,127,96692
ANDORRA,112910,804,4,127,3928
ANDORRA,315240,804,4,127,3881
ANDORRA,321920,804,4,127,2749.99999725
ANDORRA,323111,804,4,127,1299600
ANDORRA,325211,804,4,127,142038
ANDORRA,325212,804,4,127,347429
ANDORRA,325411,804,4,127,29186
ANDORRA,325412,804,4,127,187493
ANDORRA,325413,804,4,127,2800
ANDORRA,325620,804,4,127,2766
ANDORRA,326113,804,4,127,13504
ANDORRA,326199,804,4,127,14918
ANDORRA,327992,804,4,127,30822
ANDORRA,327999,804,4,127,35930
ANDORRA,332994,804,4,127,20402.999979597
ANDORRA,333249,804,4,127,12961
ANDORRA,333314,804,4,127,33346
ANDORRA,333316,804,4,127,6683
ANDORRA,334118,804,4,127,6849
ANDORRA,334220,804,4,127,137604
ANDORRA,334310,804,4,127,7200
ANDORRA,334413,804,4,127,333707
ANDORRA,334416,804,4,127,9149
ANDORRA,334516,804,4,127,8254
ANDORRA,334613,804,4,127,180000
ANDORRA,334614,804,4,127,10000
ANDORRA,335122,804,4,127,9544
ANDORRA,335314,804,4,127,6978
ANDORRA,335999,804,4,127,17969
ANDORRA,336111,804,4,127,130061
ANDORRA,336390,804,4,127,2991
ANDORRA,336991,804,4,127,37251
ANDORRA,336999,804,4,127,103200
ANDORRA,337125,804,4,127,4600
ANDORRA,339116,804,4,127,13493
ANDORRA,339910,804,4,127,8880
ANDORRA,339920,804,4,127,22770
ANGOLA,111130,805,5,128,667327
ANGOLA,111160,805,5,128,20625
ANGOLA,111199,805,5,128,26426
ANGOLA,111335,805,5,128,10679
ANGOLA,111998,805,5,128,17340
ANGOLA,114111,805,5,128,97749
ANGOLA,211130,805,5,128,55011.999944988
ANGOLA,212325,805,5,128,55016
ANGOLA,212393,805,5,128,19176
ANGOLA,212399,805,5,128,17220
ANGOLA,311212,805,5,128,13250
ANGOLA,311221,805,5,128,27352
ANGOLA,311513,805,5,128,18000
ANGOLA,311611,805,5,128,3573217
ANGOLA,311613,805,5,128,134984
ANGOLA,311615,805,5,128,232015073
ANGOLA,311920,805,5,128,19182
ANGOLA,311930,805,5,128,149868
ANGOLA,311999,805,5,128,88525
ANGOLA,312130,805,5,128,229950
ANGOLA,312230,805,5,128,4920
ANGOLA,313220,805,5,128,115513
ANGOLA,313230,805,5,128,221789
ANGOLA,313240,805,5,128,3201
ANGOLA,313320,805,5,128,156681
ANGOLA,314110,805,5,128,22182
ANGOLA,314120,805,5,128,34759
ANGOLA,314910,805,5,128,165221
ANGOLA,314994,805,5,128,357330
ANGOLA,314999,805,5,128,102049
ANGOLA,315220,805,5,128,1200518
ANGOLA,315240,805,5,128,125194
ANGOLA,315280,805,5,128,13346
ANGOLA,315990,805,5,128,213181
ANGOLA,316210,805,5,128,318858.999681141
ANGOLA,316992,805,5,128,6341.999993658
ANGOLA,316998,805,5,128,280713.999719286
ANGOLA,322110,805,5,128,9021877
ANGOLA,322121,805,5,128,31741
ANGOLA,322130,805,5,128,159461
ANGOLA,322220,805,5,128,87090
ANGOLA,322299,805,5,128,41714
ANGOLA,323111,805,5,128,26889
ANGOLA,323117,805,5,128,11054
ANGOLA,323120,805,5,128,4480
ANGOLA,324110,805,5,128,12699555.9873004
ANGOLA,324191,805,5,128,953717
ANGOLA,324199,805,5,128,1794195
ANGOLA,325110,805,5,128,172774
ANGOLA,325120,805,5,128,10391
ANGOLA,325130,805,5,128,163054
ANGOLA,325180,805,5,128,2568317
ANGOLA,325194,805,5,128,511674
ANGOLA,325199,805,5,128,5517310
ANGOLA,325211,805,5,128,13212603
ANGOLA,325212,805,5,128,1505710
ANGOLA,325312,805,5,128,111482
ANGOLA,325320,805,5,128,315431
ANGOLA,325411,805,5,128,75430
ANGOLA,325412,805,5,128,647848
ANGOLA,325413,805,5,128,371893
ANGOLA,325414,805,5,128,27185423
ANGOLA,325510,805,5,128,1288412
ANGOLA,325520,805,5,128,348655
ANGOLA,325611,805,5,128,292054.999707945
ANGOLA,325612,805,5,128,9199.99999079999
ANGOLA,325613,805,5,128,3343205.99665679
ANGOLA,325620,805,5,128,413273
ANGOLA,325910,805,5,128,14211
ANGOLA,325920,805,5,128,629069
ANGOLA,325992,805,5,128,25000
ANGOLA,325998,805,5,128,10889618
ANGOLA,326111,805,5,128,64908
ANGOLA,326113,805,5,128,96197
ANGOLA,326121,805,5,128,2613
ANGOLA,326122,805,5,128,976421
ANGOLA,326160,805,5,128,101924
ANGOLA,326191,805,5,128,3079
ANGOLA,326199,805,5,128,6433836
ANGOLA,326211,805,5,128,2130131
ANGOLA,326220,805,5,128,4260398
ANGOLA,326299,805,5,128,743585
ANGOLA,327110,805,5,128,345545
ANGOLA,327211,805,5,128,4948
ANGOLA,327212,805,5,128,163431
ANGOLA,327213,805,5,128,6351
ANGOLA,327215,805,5,128,475472
ANGOLA,327331,805,5,128,7000
ANGOLA,327910,805,5,128,16965
ANGOLA,327991,805,5,128,5044
ANGOLA,327992,805,5,128,19681
ANGOLA,327993,805,5,128,13505
ANGOLA,327999,805,5,128,2951244
ANGOLA,331110,805,5,128,5199664
ANGOLA,331210,805,5,128,2392545
ANGOLA,331222,805,5,128,149917
ANGOLA,331313,805,5,128,3897
ANGOLA,331315,805,5,128,20674
ANGOLA,331410,805,5,128,36789
ANGOLA,331420,805,5,128,108546
ANGOLA,331491,805,5,128,921388
ANGOLA,331511,805,5,128,6019
ANGOLA,331512,805,5,128,224770
ANGOLA,331523,805,5,128,20646
ANGOLA,332111,805,5,128,12017
ANGOLA,332215,805,5,128,368951.999631048
ANGOLA,332216,805,5,128,1056946.99894305
ANGOLA,332312,805,5,128,2225669.99777433
ANGOLA,332313,805,5,128,26179.99997382
ANGOLA,332322,805,5,128,527647
ANGOLA,332323,805,5,128,24903
ANGOLA,332410,805,5,128,2819296
ANGOLA,332420,805,5,128,2711612
ANGOLA,332439,805,5,128,351464
ANGOLA,332510,805,5,128,156323
ANGOLA,332613,805,5,128,114844
ANGOLA,332618,805,5,128,549170
ANGOLA,332721,805,5,128,200795
ANGOLA,332722,805,5,128,3987256
ANGOLA,332911,805,5,128,27871690
ANGOLA,332912,805,5,128,881164
ANGOLA,332913,805,5,128,3985
ANGOLA,332919,805,5,128,291959
ANGOLA,332991,805,5,128,1206971
ANGOLA,332992,805,5,128,3854.999996145
ANGOLA,332996,805,5,128,5935018
ANGOLA,332999,805,5,128,7678789
ANGOLA,333111,805,5,128,966833
ANGOLA,333112,805,5,128,161480
ANGOLA,333120,805,5,128,9271760
ANGOLA,333131,805,5,128,4574643
ANGOLA,333132,805,5,128,18106272
ANGOLA,333241,805,5,128,208763
ANGOLA,333243,805,5,128,7520650
ANGOLA,333244,805,5,128,25979
ANGOLA,333249,805,5,128,291888
ANGOLA,333314,805,5,128,89316
ANGOLA,333316,805,5,128,402528
ANGOLA,333318,805,5,128,2162367
ANGOLA,333413,805,5,128,684600
ANGOLA,333414,805,5,128,35880
ANGOLA,333415,805,5,128,1073271
ANGOLA,333511,805,5,128,16274
ANGOLA,333514,805,5,128,8951
ANGOLA,333515,805,5,128,135565
ANGOLA,333517,805,5,128,25675
ANGOLA,333519,805,5,128,95111
ANGOLA,333611,805,5,128,14770683
ANGOLA,333612,805,5,128,1434999
ANGOLA,333613,805,5,128,1896432
ANGOLA,333618,805,5,128,1401173
ANGOLA,333912,805,5,128,12232515
ANGOLA,333914,805,5,128,6501635
ANGOLA,333921,805,5,128,21920
ANGOLA,333922,805,5,128,293360
ANGOLA,333923,805,5,128,2249560
ANGOLA,333924,805,5,128,393257
ANGOLA,333991,805,5,128,294083
ANGOLA,333992,805,5,128,683130
ANGOLA,333994,805,5,128,410767
ANGOLA,333995,805,5,128,1480741
ANGOLA,333996,805,5,128,2751390
ANGOLA,333997,805,5,128,48893
ANGOLA,333999,805,5,128,34578915
ANGOLA,334111,805,5,128,3821816
ANGOLA,334112,805,5,128,312065
ANGOLA,334118,805,5,128,1350327
ANGOLA,334210,805,5,128,131670
ANGOLA,334220,805,5,128,5930900
ANGOLA,334290,805,5,128,285300
ANGOLA,334310,805,5,128,1042344
ANGOLA,334412,805,5,128,30108
ANGOLA,334413,805,5,128,360710
ANGOLA,334416,805,5,128,1652558
ANGOLA,334417,805,5,128,216513
ANGOLA,334418,805,5,128,229224
ANGOLA,334419,805,5,128,1073788
ANGOLA,334510,805,5,128,9388
ANGOLA,334511,805,5,128,638673
ANGOLA,334512,805,5,128,227086
ANGOLA,334513,805,5,128,6859821
ANGOLA,334514,805,5,128,395857
ANGOLA,334515,805,5,128,1457355
ANGOLA,334516,805,5,128,1973978
ANGOLA,334517,805,5,128,1199808
ANGOLA,334519,805,5,128,6841852
ANGOLA,334613,805,5,128,97239
ANGOLA,334614,805,5,128,133345
ANGOLA,335110,805,5,128,51851
ANGOLA,335122,805,5,128,64921
ANGOLA,335129,805,5,128,912797
ANGOLA,335210,805,5,128,162310
ANGOLA,335220,805,5,128,322412
ANGOLA,335311,805,5,128,134705
ANGOLA,335312,805,5,128,2895702
ANGOLA,335313,805,5,128,3031063
ANGOLA,335314,805,5,128,2957854
ANGOLA,335911,805,5,128,1145527
ANGOLA,335912,805,5,128,200019
ANGOLA,335921,805,5,128,77713
ANGOLA,335929,805,5,128,1104920
ANGOLA,335931,805,5,128,981286
ANGOLA,335932,805,5,128,115866
ANGOLA,335991,805,5,128,65135
ANGOLA,335999,805,5,128,3743856
ANGOLA,336111,805,5,128,1229376
ANGOLA,336112,805,5,128,140724
ANGOLA,336120,805,5,128,840215
ANGOLA,336211,805,5,128,354006
ANGOLA,336212,805,5,128,160621
ANGOLA,336214,805,5,128,26660
ANGOLA,336310,805,5,128,640906
ANGOLA,336320,805,5,128,248290
ANGOLA,336330,805,5,128,127153
ANGOLA,336340,805,5,128,40186
ANGOLA,336350,805,5,128,14628
ANGOLA,336360,805,5,128,4045
ANGOLA,336390,805,5,128,1224865
ANGOLA,336411,805,5,128,14716603.506845
ANGOLA,336412,805,5,128,50259
ANGOLA,336412,805,5,128,6004279.16344353
ANGOLA,336413,805,5,128,10432994.8605931
ANGOLA,336414,805,5,128,1552524.18523215
ANGOLA,336415,805,5,128,768380.233305473
ANGOLA,336419,805,5,128,183910.050580742
ANGOLA,336510,805,5,128,17285
ANGOLA,336611,805,5,128,67659
ANGOLA,336991,805,5,128,23780
ANGOLA,336999,805,5,128,343017
ANGOLA,337122,805,5,128,5163
ANGOLA,337124,805,5,128,82659
ANGOLA,337125,805,5,128,19811
ANGOLA,337127,805,5,128,118545
ANGOLA,337214,805,5,128,114867
ANGOLA,337215,805,5,128,122509
ANGOLA,339112,805,5,128,98035
ANGOLA,339113,805,5,128,532295
ANGOLA,339115,805,5,128,23580
ANGOLA,339910,805,5,128,33662
ANGOLA,339920,805,5,128,155905
ANGOLA,339930,805,5,128,141138
ANGOLA,339940,805,5,128,167712
ANGOLA,339950,805,5,128,49759
ANGOLA,339991,805,5,128,4584463
ANGOLA,339992,805,5,128,11316
ANGOLA,339993,805,5,128,220747
ANGOLA,339994,805,5,128,50731
ANGOLA,339999,805,5,128,1989383
ANGUILLA,111150,803,6,129,2880
ANGUILLA,111199,803,6,129,8095
ANGUILLA,111211,803,6,129,111602
ANGUILLA,111219,803,6,129,65690
ANGUILLA,111310,803,6,129,9521
ANGUILLA,111320,803,6,129,2774
ANGUILLA,111335,803,6,129,7270
ANGUILLA,111339,803,6,129,9275
ANGUILLA,111421,803,6,129,665755
ANGUILLA,111940,803,6,129,3038
ANGUILLA,111998,803,6,129,12430
ANGUILLA,112310,803,6,129,216560
ANGUILLA,112320,803,6,129,0
ANGUILLA,112330,803,6,129,0
ANGUILLA,112340,803,6,129,0
ANGUILLA,112390,803,6,129,0
ANGUILLA,113310,803,6,129,104280
ANGUILLA,114111,803,6,129,709001
ANGUILLA,114112,803,6,129,315366
ANGUILLA,211130,803,6,129,448015.999551984
ANGUILLA,212112,803,6,129,3439
ANGUILLA,212113,803,6,129,4464
ANGUILLA,212311,803,6,129,6256
ANGUILLA,212319,803,6,129,6248
ANGUILLA,212321,803,6,129,11376
ANGUILLA,212399,803,6,129,24245
ANGUILLA,311111,803,6,129,226131
ANGUILLA,311119,803,6,129,121695
ANGUILLA,311211,803,6,129,316322
ANGUILLA,311212,803,6,129,245807
ANGUILLA,311224,803,6,129,109234
ANGUILLA,311225,803,6,129,316980
ANGUILLA,311230,803,6,129,66809
ANGUILLA,311313,803,6,129,0
ANGUILLA,311314,803,6,129,20576
ANGUILLA,311340,803,6,129,41016
ANGUILLA,311351,803,6,129,417.27366391039
ANGUILLA,311352,803,6,129,2762.72633608961
ANGUILLA,311411,803,6,129,294084
ANGUILLA,311412,803,6,129,26158
ANGUILLA,311421,803,6,129,275777
ANGUILLA,311423,803,6,129,3293
ANGUILLA,311511,803,6,129,214547
ANGUILLA,311513,803,6,129,234696
ANGUILLA,311514,803,6,129,256015
ANGUILLA,311520,803,6,129,112917
ANGUILLA,311611,803,6,129,1524989
ANGUILLA,311613,803,6,129,2513
ANGUILLA,311615,803,6,129,1148413
ANGUILLA,311710,803,6,129,198465
ANGUILLA,311811,803,6,129,36246.5234039541
ANGUILLA,311812,803,6,129,34104.9767083948
ANGUILLA,311813,803,6,129,1941.49988765117
ANGUILLA,311911,803,6,129,8991
ANGUILLA,311919,803,6,129,50588
ANGUILLA,311920,803,6,129,56815
ANGUILLA,311941,803,6,129,83079
ANGUILLA,311942,803,6,129,26524
ANGUILLA,311991,803,6,129,5566
ANGUILLA,311999,803,6,129,36484
ANGUILLA,312111,803,6,129,694544
ANGUILLA,312112,803,6,129,46860
ANGUILLA,312113,803,6,129,53970
ANGUILLA,312120,803,6,129,164283
ANGUILLA,312130,803,6,129,336155
ANGUILLA,312140,803,6,129,507178
ANGUILLA,313110,803,6,129,7484
ANGUILLA,313210,803,6,129,33482
ANGUILLA,313220,803,6,129,41045
ANGUILLA,313230,803,6,129,7110
ANGUILLA,313240,803,6,129,92972
ANGUILLA,313320,803,6,129,10500
ANGUILLA,314110,803,6,129,221664
ANGUILLA,314120,803,6,129,958720
ANGUILLA,314910,803,6,129,528991
ANGUILLA,314999,803,6,129,37028
ANGUILLA,315110,803,6,129,2911
ANGUILLA,315220,803,6,129,477949
ANGUILLA,315240,803,6,129,74129
ANGUILLA,315280,803,6,129,1079006
ANGUILLA,315990,803,6,129,70732
ANGUILLA,316210,803,6,129,200470.999799528
ANGUILLA,316992,803,6,129,23532.999976467
ANGUILLA,316998,803,6,129,25724.999974275
ANGUILLA,321113,803,6,129,1061843
ANGUILLA,321114,803,6,129,94205
ANGUILLA,321211,803,6,129,246706
ANGUILLA,321212,803,6,129,915439
ANGUILLA,321213,803,6,129,7645
ANGUILLA,321219,803,6,129,30491
ANGUILLA,321911,803,6,129,356443
ANGUILLA,321918,803,6,129,140607
ANGUILLA,321920,803,6,129,28861.999971138
ANGUILLA,321999,803,6,129,44917.999955082
ANGUILLA,322121,803,6,129,161878
ANGUILLA,322130,803,6,129,6121
ANGUILLA,322211,803,6,129,6535
ANGUILLA,322219,803,6,129,3875
ANGUILLA,322220,803,6,129,161362
ANGUILLA,322230,803,6,129,29788
ANGUILLA,322291,803,6,129,369176
ANGUILLA,322299,803,6,129,41713
ANGUILLA,323111,803,6,129,182614
ANGUILLA,323117,803,6,129,61316
ANGUILLA,324110,803,6,129,17287426.9827125
ANGUILLA,324122,803,6,129,4732
ANGUILLA,324199,803,6,129,8984
ANGUILLA,325120,803,6,129,2907
ANGUILLA,325130,803,6,129,27560
ANGUILLA,325180,803,6,129,103192
ANGUILLA,325193,803,6,129,40496
ANGUILLA,325194,803,6,129,18543
ANGUILLA,325199,803,6,129,149007
ANGUILLA,325211,803,6,129,136931
ANGUILLA,325212,803,6,129,49279
ANGUILLA,325312,803,6,129,324599
ANGUILLA,325320,803,6,129,123970
ANGUILLA,325412,803,6,129,24999
ANGUILLA,325413,803,6,129,53013
ANGUILLA,325414,803,6,129,4910
ANGUILLA,325510,803,6,129,1611352
ANGUILLA,325520,803,6,129,240239
ANGUILLA,325611,803,6,129,350005.999649994
ANGUILLA,325612,803,6,129,2594.999997405
ANGUILLA,325613,803,6,129,88327.999911672
ANGUILLA,325620,803,6,129,1382706
ANGUILLA,325910,803,6,129,202995
ANGUILLA,325998,803,6,129,274088
ANGUILLA,326111,803,6,129,129033
ANGUILLA,326113,803,6,129,109082
ANGUILLA,326122,803,6,129,637763
ANGUILLA,326140,803,6,129,6810
ANGUILLA,326160,803,6,129,3075
ANGUILLA,326199,803,6,129,1123734
ANGUILLA,326211,803,6,129,50615
ANGUILLA,326220,803,6,129,548114
ANGUILLA,326299,803,6,129,460740
ANGUILLA,327110,803,6,129,183909
ANGUILLA,327120,803,6,129,179017
ANGUILLA,327212,803,6,129,261113
ANGUILLA,327215,803,6,129,313458
ANGUILLA,327310,803,6,129,253743
ANGUILLA,327331,803,6,129,292565
ANGUILLA,327390,803,6,129,2700
ANGUILLA,327420,803,6,129,38729
ANGUILLA,327910,803,6,129,15491
ANGUILLA,327991,803,6,129,387096
ANGUILLA,327999,803,6,129,93923
ANGUILLA,331110,803,6,129,620955
ANGUILLA,331210,803,6,129,145111
ANGUILLA,331222,803,6,129,443181
ANGUILLA,331315,803,6,129,20933
ANGUILLA,331318,803,6,129,54126
ANGUILLA,331410,803,6,129,3125
ANGUILLA,331420,803,6,129,147114
ANGUILLA,331491,803,6,129,15574
ANGUILLA,331511,803,6,129,35167
ANGUILLA,332111,803,6,129,17704
ANGUILLA,332215,803,6,129,492213.999507786
ANGUILLA,332216,803,6,129,52861.999947138
ANGUILLA,332312,803,6,129,659347.999340652
ANGUILLA,332313,803,6,129,61517.999938482
ANGUILLA,332321,803,6,129,294303
ANGUILLA,332322,803,6,129,4121
ANGUILLA,332323,803,6,129,447893
ANGUILLA,332410,803,6,129,76664
ANGUILLA,332420,803,6,129,122884
ANGUILLA,332431,803,6,129,61286
ANGUILLA,332439,803,6,129,43972
ANGUILLA,332510,803,6,129,1048564
ANGUILLA,332613,803,6,129,10875
ANGUILLA,332618,803,6,129,412801
ANGUILLA,332722,803,6,129,140959
ANGUILLA,332911,803,6,129,100773
ANGUILLA,332913,803,6,129,211986
ANGUILLA,332919,803,6,129,11843
ANGUILLA,332991,803,6,129,11292
ANGUILLA,332996,803,6,129,26145
ANGUILLA,332999,803,6,129,360032
ANGUILLA,333111,803,6,129,150062
ANGUILLA,333112,803,6,129,15832
ANGUILLA,333120,803,6,129,245180
ANGUILLA,333241,803,6,129,315007
ANGUILLA,333243,803,6,129,3899
ANGUILLA,333244,803,6,129,4495
ANGUILLA,333249,803,6,129,62865
ANGUILLA,333314,803,6,129,11824
ANGUILLA,333316,803,6,129,31850
ANGUILLA,333318,803,6,129,1042948
ANGUILLA,333413,803,6,129,83385
ANGUILLA,333414,803,6,129,53345
ANGUILLA,333415,803,6,129,918834
ANGUILLA,333517,803,6,129,161627
ANGUILLA,333613,803,6,129,5381
ANGUILLA,333618,803,6,129,130755
ANGUILLA,333912,803,6,129,327481
ANGUILLA,333914,803,6,129,1032873
ANGUILLA,333922,803,6,129,2727
ANGUILLA,333923,803,6,129,11823
ANGUILLA,333924,803,6,129,281625
ANGUILLA,333991,803,6,129,28680
ANGUILLA,333992,803,6,129,12950
ANGUILLA,333994,803,6,129,36486
ANGUILLA,333995,803,6,129,37360
ANGUILLA,333996,803,6,129,10571
ANGUILLA,333997,803,6,129,6240
ANGUILLA,333999,803,6,129,728982
ANGUILLA,334111,803,6,129,505860
ANGUILLA,334112,803,6,129,18632
ANGUILLA,334118,803,6,129,483323
ANGUILLA,334210,803,6,129,12327
ANGUILLA,334220,803,6,129,838733
ANGUILLA,334290,803,6,129,56127
ANGUILLA,334310,803,6,129,335159
ANGUILLA,334413,803,6,129,1642455
ANGUILLA,334416,803,6,129,124805
ANGUILLA,334417,803,6,129,33227
ANGUILLA,334418,803,6,129,50425
ANGUILLA,334419,803,6,129,371133
ANGUILLA,334510,803,6,129,576801
ANGUILLA,334511,803,6,129,33595
ANGUILLA,334513,803,6,129,91273
ANGUILLA,334514,803,6,129,15277
ANGUILLA,334515,803,6,129,67213
ANGUILLA,334516,803,6,129,52920
ANGUILLA,334517,803,6,129,3081
ANGUILLA,334519,803,6,129,43792
ANGUILLA,334613,803,6,129,2789
ANGUILLA,334614,803,6,129,79131
ANGUILLA,335110,803,6,129,15000
ANGUILLA,335121,803,6,129,28595
ANGUILLA,335122,803,6,129,22492
ANGUILLA,335129,803,6,129,923098
ANGUILLA,335210,803,6,129,336282
ANGUILLA,335220,803,6,129,820341
ANGUILLA,335311,803,6,129,136922
ANGUILLA,335312,803,6,129,259394
ANGUILLA,335313,803,6,129,376191
ANGUILLA,335314,803,6,129,15442
ANGUILLA,335911,803,6,129,804374
ANGUILLA,335912,803,6,129,20992
ANGUILLA,335921,803,6,129,131708
ANGUILLA,335929,803,6,129,563809
ANGUILLA,335931,803,6,129,93980
ANGUILLA,335932,803,6,129,27684
ANGUILLA,335999,803,6,129,526077
ANGUILLA,336111,803,6,129,704666
ANGUILLA,336120,803,6,129,411808
ANGUILLA,336212,803,6,129,657242
ANGUILLA,336310,803,6,129,2780
ANGUILLA,336320,803,6,129,88341
ANGUILLA,336330,803,6,129,13710
ANGUILLA,336340,803,6,129,13681
ANGUILLA,336350,803,6,129,5897
ANGUILLA,336390,803,6,129,151982
ANGUILLA,336411,803,6,129,218326.630016044
ANGUILLA,336412,803,6,129,89075.8546848431
ANGUILLA,336413,803,6,129,154777.602578513
ANGUILLA,336414,803,6,129,23032.3099499476
ANGUILLA,336415,803,6,129,11399.2244766598
ANGUILLA,336419,803,6,129,2728.37829399276
ANGUILLA,336510,803,6,129,11655
ANGUILLA,336611,803,6,129,3884
ANGUILLA,336612,803,6,129,42268
ANGUILLA,336991,803,6,129,52584
ANGUILLA,336999,803,6,129,562662
ANGUILLA,337110,803,6,129,109989
ANGUILLA,337121,803,6,129,373921
ANGUILLA,337122,803,6,129,435753
ANGUILLA,337124,803,6,129,13133
ANGUILLA,337125,803,6,129,55353
ANGUILLA,337127,803,6,129,712760
ANGUILLA,337211,803,6,129,7553
ANGUILLA,337214,803,6,129,29156
ANGUILLA,337215,803,6,129,96851
ANGUILLA,337910,803,6,129,10290
ANGUILLA,337920,803,6,129,12104
ANGUILLA,339112,803,6,129,67219
ANGUILLA,339113,803,6,129,89589
ANGUILLA,339114,803,6,129,82414
ANGUILLA,339115,803,6,129,103123
ANGUILLA,339910,803,6,129,131761
ANGUILLA,339920,803,6,129,601240
ANGUILLA,339930,803,6,129,31901
ANGUILLA,339940,803,6,129,21754
ANGUILLA,339950,803,6,129,45427
ANGUILLA,339991,803,6,129,30021
ANGUILLA,339992,803,6,129,94420
ANGUILLA,339994,803,6,129,28154
ANGUILLA,339995,803,6,129,9024
ANGUILLA,339999,803,6,129,354396
